user_id,age,gender,height_cm,weight_kg,fitness_level,experience_months,consistency,previous_training,goals,preferred_duration,preferred_frequency,preferred_style,preferred_exercises,equipment,available_time,schedule_flexibility,limitations,recovery_capacity,energy_levels,stress_levels,sleep_quality,motivation_type,enjoyment_factors,preferred_intensity,bmi,exp_bin,primary_goal
U000753,53,Non-binary,157,75,Intermediate,24,5,Push/Pull/Legs,Strength,45-60 min,2,Push/Pull/Legs,"Bodyweight exercises,Isolation exercises",Dumbbell Only,30-45 min,5,Ankle issues,1,2,4,1,Process-driven,"Challenge,Variety",5,30.4,7-24,Strength
U000754,40,Male,197,106,Beginner,2,2,Full Body,Athletic Performance,30-45 min,2,Body Part Split,Free weights,Garage Gym,30-45 min,4,None,5,4,1,5,Social,Social,1,27.3,0-6,Athletic Performance
U000755,61,Male,196,62,Novice,11,2,CrossFit/Functional Fitness,Endurance,30-45 min,2,Push/Pull/Legs,"Olympic lifts,Cardio",Full Gym,30-45 min,4,None,4,3,3,3,Competition,Structure,2,16.1,7-24,Endurance
U000756,25,Male,184,76,Beginner,4,4,None/Minimal,Strength,45-60 min,2,Full Body,"Isolation exercises,Cardio",At Home,45-60 min,1,Hip issues,3,2,2,2,Results-driven,Structure,3,22.4,0-6,Strength
U000757,18,Female,160,53,Beginner,5,2,None/Minimal,General Fitness,30-45 min,3,Full Body,Machine-based exercises,Dumbbell Only,45-60 min,1,None,3,2,4,3,Competition,"Achievement,Social",2,20.7,0-6,General Fitness
U000758,35,Female,165,66,Novice,17,3,Full Body,Weight Loss,45-60 min,4,Upper/Lower,"Free weights,Machine-based exercises",At Home,60-90 min,1,None,4,5,1,4,Competition,Variety,4,24.2,7-24,Weight Loss
U000759,18,Male,169,100,Intermediate,24,4,Full Body,"Athletic Performance,Weight Loss",60-75 min,4,Push/Pull/Legs,"Compound movements,Cardio",Dumbbell Only,60-90 min,3,None,2,2,4,2,Results-driven,Variety,5,35.0,7-24,Athletic Performance
U000760,44,Female,177,68,Intermediate,42,4,CrossFit/Functional Fitness,"General Fitness,Athletic Performance",90+ min,4,Push/Pull/Legs,"Olympic lifts,Free weights",At Home,90+ min,2,None,5,4,1,4,Process-driven,"Achievement,Variety",2,21.7,25-60,General Fitness
U000761,21,Female,154,89,Intermediate,23,2,Push/Pull/Legs,Athletic Performance,45-60 min,5,Push/Pull/Legs,"Free weights,Olympic lifts",Full Gym,30-45 min,4,None,5,5,1,4,Results-driven,Social,4,37.5,7-24,Athletic Performance
U000762,50,Male,193,89,Beginner,6,1,None/Minimal,"Weight Loss,Athletic Performance",30-45 min,2,Full Body,Free weights,At Home,≤30 min,5,None,2,1,5,1,Social,"Challenge,Structure",2,23.9,0-6,Weight Loss
U000763,33,Female,154,65,Advanced,58,4,Upper/Lower,Endurance,60-75 min,5,Push/Pull/Legs,"Bodyweight exercises,Free weights,Olympic lifts",Full Gym,60-90 min,5,None,2,2,3,1,Social,Challenge,2,27.4,25-60,Endurance
U000764,35,Male,200,85,Beginner,3,1,Full Body,Weight Loss,45-60 min,2,Full Body,"Bodyweight exercises,Isolation exercises",At Home,60-90 min,5,None,5,5,1,5,Competition,Structure,3,21.2,0-6,Weight Loss
U000765,41,Female,156,88,Intermediate,38,3,Push/Pull/Legs,Strength,60-75 min,2,Push/Pull/Legs,"Cardio,Olympic lifts,Machine-based exercises",Full Gym,60-90 min,4,Back issues,3,3,3,3,Process-driven,"Social,Structure",5,36.2,25-60,Strength
U000766,34,Male,170,98,Intermediate,53,4,Full Body,Strength,30-45 min,4,Full Body,"Compound movements,Bodyweight exercises,Free weights",Full Gym,45-60 min,3,None,5,4,2,4,Process-driven,"Social,Achievement",4,33.9,25-60,Strength
U000767,36,Male,172,108,Intermediate,13,4,Upper/Lower,General Fitness,60-75 min,3,Push/Pull/Legs,"Free weights,Machine-based exercises",Dumbbell Only,60-90 min,4,Shoulder issues,2,3,3,4,Process-driven,Variety,3,36.5,7-24,General Fitness
U000768,26,Male,197,108,Advanced,83,4,Cardio-focused,General Fitness,75-90 min,6,Push/Pull/Legs,"Cardio,Free weights",Dumbbell Only,60-90 min,2,Shoulder issues,4,2,4,3,Results-driven,Achievement,5,27.8,61-120,General Fitness
U000769,23,Male,181,85,Novice,14,4,Sports-specific,Strength,45-60 min,2,Upper/Lower,"Isolation exercises,Free weights,Olympic lifts",Full Gym,45-60 min,2,Wrist/elbow issues,4,2,3,3,Social,"Achievement,Challenge",3,25.9,7-24,Strength
U000770,51,Female,181,64,Novice,10,2,CrossFit/Functional Fitness,"General Fitness,Hypertrophy",30-45 min,4,Push/Pull/Legs,Compound movements,At Home,45-60 min,1,None,4,5,1,5,Process-driven,Social,1,19.5,7-24,General Fitness
U000771,53,Male,188,74,Beginner,2,1,Full Body,"General Fitness,Athletic Performance",30-45 min,2,Push/Pull/Legs,"Bodyweight exercises,Olympic lifts,Compound movements",Full Gym,≤30 min,3,None,1,2,4,2,Results-driven,Social,1,20.9,0-6,General Fitness
U000772,29,Female,168,56,Intermediate,37,1,Push/Pull/Legs,"Hypertrophy,General Fitness",75-90 min,4,Upper/Lower,"Isolation exercises,Olympic lifts,Free weights",Dumbbell Only,60-90 min,3,None,1,2,3,2,Results-driven,"Social,Achievement",4,19.8,25-60,Hypertrophy
U000773,43,Female,167,74,Intermediate,57,3,Push/Pull/Legs,General Fitness,45-60 min,5,Upper/Lower,Bodyweight exercises,At Home,45-60 min,3,None,2,2,3,1,Results-driven,Variety,4,26.5,25-60,General Fitness
U000774,55,Female,160,55,Advanced,61,3,Push/Pull/Legs,General Fitness,45-60 min,5,Push/Pull/Legs,"Compound movements,Olympic lifts,Free weights",Full Gym,45-60 min,1,None,5,5,3,4,Competition,Structure,3,21.5,61-120,General Fitness
U000775,30,Male,178,68,Intermediate,42,3,Other,"Strength,Hypertrophy",45-60 min,4,Body Part Split,"Machine-based exercises,Bodyweight exercises,Isolation exercises",Dumbbell Only,60-90 min,1,None,5,4,2,4,Results-driven,Achievement,4,21.5,25-60,Strength
U000776,23,Female,162,75,Beginner,0,4,Upper/Lower,General Fitness,30-45 min,2,Full Body,"Compound movements,Machine-based exercises,Isolation exercises",Garage Gym,45-60 min,4,None,3,5,2,3,Process-driven,"Structure,Variety",1,28.6,,General Fitness
U000777,34,Male,176,64,Intermediate,55,4,Push/Pull/Legs,Athletic Performance,60-75 min,6,Push/Pull/Legs,"Cardio,Free weights",At Home,45-60 min,1,None,2,4,3,4,Social,Structure,5,20.7,25-60,Athletic Performance
U000778,41,Male,166,108,Beginner,6,3,Upper/Lower,General Fitness,30-45 min,4,Push/Pull/Legs,"Isolation exercises,Machine-based exercises",At Home,45-60 min,3,None,1,1,5,2,Results-driven,"Structure,Social",5,39.2,0-6,General Fitness
U000779,23,Female,159,69,Advanced,74,4,Push/Pull/Legs,Weight Loss,45-60 min,5,Push/Pull/Legs,"Bodyweight exercises,Machine-based exercises",At Home,45-60 min,4,None,2,4,2,3,Competition,Structure,4,27.3,61-120,Weight Loss
U000780,18,Male,184,65,Novice,18,3,Body Part Split,General Fitness,30-45 min,3,Body Part Split,"Olympic lifts,Machine-based exercises",At Home,30-45 min,5,None,1,2,5,1,Social,"Achievement,Variety",1,19.2,7-24,General Fitness
U000781,51,Female,168,82,Beginner,5,1,None/Minimal,General Fitness,45-60 min,3,Upper/Lower,"Bodyweight exercises,Cardio",Garage Gym,45-60 min,5,None,3,2,3,2,Results-driven,"Challenge,Achievement",1,29.1,0-6,General Fitness
U000782,20,Female,173,63,Beginner,2,2,Full Body,Strength,45-60 min,3,Full Body,Olympic lifts,Dumbbell Only,45-60 min,2,Ankle issues,2,5,3,3,Results-driven,"Variety,Challenge",1,21.0,0-6,Strength
U000783,43,Female,171,57,Beginner,0,2,None/Minimal,General Fitness,30-45 min,2,Full Body,"Free weights,Olympic lifts,Machine-based exercises",Dumbbell Only,45-60 min,4,Wrist/elbow issues,2,3,3,2,Process-driven,"Structure,Achievement",3,19.5,,General Fitness
U000784,54,Female,172,79,Beginner,1,1,None/Minimal,"Weight Loss,Hypertrophy",60-75 min,2,Full Body,"Isolation exercises,Cardio",Dumbbell Only,45-60 min,2,None,5,5,2,4,Process-driven,Achievement,2,26.7,0-6,Weight Loss
U000785,31,Male,179,71,Intermediate,16,2,Push/Pull/Legs,Strength,60-75 min,5,Body Part Split,"Olympic lifts,Isolation exercises,Compound movements",At Home,45-60 min,2,None,3,3,3,3,Results-driven,"Social,Challenge",4,22.2,7-24,Strength
U000786,18,Male,177,87,Beginner,5,1,None/Minimal,"Strength,Athletic Performance",45-60 min,3,Full Body,"Free weights,Machine-based exercises",At Home,60-90 min,4,None,3,3,2,5,Social,Structure,1,27.8,0-6,Strength
U000787,19,Female,179,67,Novice,10,1,Upper/Lower,"Hypertrophy,Endurance",30-45 min,3,No preference,"Olympic lifts,Machine-based exercises,Compound movements",At Home,30-45 min,4,Wrist/elbow issues,1,2,5,2,Process-driven,Social,3,20.9,7-24,Hypertrophy
U000788,64,Female,157,57,Advanced,55,4,Upper/Lower,General Fitness,75-90 min,6,Upper/Lower,"Cardio,Free weights,Compound movements",At Home,60-90 min,5,None,5,4,1,5,Process-driven,Structure,5,23.1,25-60,General Fitness
U000789,54,Female,174,73,Intermediate,56,5,CrossFit/Functional Fitness,General Fitness,45-60 min,4,Full Body,"Free weights,Cardio",Dumbbell Only,60-90 min,5,Hip issues,4,4,2,5,Results-driven,Variety,1,24.1,25-60,General Fitness
U000790,59,Female,179,55,Advanced,81,4,Upper/Lower,"Strength,Hypertrophy",75-90 min,5,Body Part Split,"Bodyweight exercises,Machine-based exercises",At Home,60-90 min,2,None,1,1,5,1,Process-driven,Achievement,4,17.2,61-120,Strength
U000791,59,Female,172,76,Intermediate,31,5,CrossFit/Functional Fitness,"Hypertrophy,Strength",45-60 min,4,Body Part Split,"Machine-based exercises,Olympic lifts,Free weights",Dumbbell Only,60-90 min,5,None,2,1,4,1,Competition,Variety,1,25.7,25-60,Hypertrophy
U000792,40,Female,172,90,Beginner,3,3,None/Minimal,General Fitness,60-75 min,2,Body Part Split,"Olympic lifts,Machine-based exercises",At Home,45-60 min,5,Knee issues,3,3,2,3,Social,Variety,5,30.4,0-6,General Fitness
U000793,59,Male,177,101,Beginner,1,1,None/Minimal,Hypertrophy,45-60 min,4,Full Body,"Bodyweight exercises,Isolation exercises",Garage Gym,45-60 min,1,None,2,3,3,3,Results-driven,Challenge,3,32.2,0-6,Hypertrophy
U000794,65,Non-binary,174,51,Beginner,5,1,Full Body,"General Fitness,Endurance",30-45 min,2,Upper/Lower,"Compound movements,Free weights",Full Gym,45-60 min,4,Ankle issues,4,4,3,4,Competition,Achievement,1,16.8,0-6,General Fitness
U000795,61,Male,193,64,Novice,7,3,CrossFit/Functional Fitness,Athletic Performance,75-90 min,3,Full Body,Bodyweight exercises,At Home,60-90 min,5,None,3,5,3,4,Process-driven,"Structure,Variety",4,17.2,7-24,Athletic Performance
U000796,60,Female,170,47,Novice,8,2,Full Body,General Fitness,30-45 min,3,Full Body,"Machine-based exercises,Isolation exercises",At Home,30-45 min,5,None,3,3,4,2,Process-driven,Achievement,3,16.3,7-24,General Fitness
U000797,49,Female,153,79,Intermediate,34,4,Body Part Split,Hypertrophy,75-90 min,3,Push/Pull/Legs,"Compound movements,Bodyweight exercises",At Home,60-90 min,2,None,3,3,3,3,Competition,Achievement,4,33.7,25-60,Hypertrophy
U000798,59,Male,186,87,Novice,9,1,Upper/Lower,"Hypertrophy,Athletic Performance",45-60 min,4,Full Body,"Compound movements,Bodyweight exercises,Isolation exercises",At Home,45-60 min,1,None,3,3,2,4,Process-driven,Structure,4,25.1,7-24,Hypertrophy
U000799,60,Male,171,91,Intermediate,53,3,Upper/Lower,Hypertrophy,90+ min,3,Body Part Split,"Compound movements,Isolation exercises,Cardio",Dumbbell Only,90+ min,5,None,3,3,3,2,Results-driven,Challenge,4,31.1,25-60,Hypertrophy
U000800,50,Male,193,61,Beginner,1,2,None/Minimal,"Strength,General Fitness",30-45 min,2,Full Body,Olympic lifts,Full Gym,30-45 min,4,Shoulder issues,1,1,5,1,Social,Social,2,16.4,0-6,Strength
U000801,29,Male,175,69,Novice,24,1,Full Body,Athletic Performance,30-45 min,4,Upper/Lower,"Olympic lifts,Compound movements",Garage Gym,45-60 min,2,None,4,3,2,4,Competition,"Challenge,Social",2,22.5,7-24,Athletic Performance
U000802,46,Male,175,64,Beginner,3,1,Full Body,Strength,45-60 min,2,Full Body,"Compound movements,Machine-based exercises",At Home,60-90 min,2,None,1,1,4,2,Process-driven,Structure,3,20.9,0-6,Strength
U000803,56,Male,170,106,Novice,3,3,Upper/Lower,"Endurance,Weight Loss",45-60 min,3,Upper/Lower,Free weights,Dumbbell Only,45-60 min,2,None,5,4,2,5,Results-driven,"Variety,Structure",3,36.7,0-6,Endurance
U000804,40,Male,185,103,Beginner,6,1,Full Body,Hypertrophy,45-60 min,3,No preference,"Free weights,Bodyweight exercises",At Home,30-45 min,5,None,2,3,3,2,Process-driven,"Variety,Challenge",2,30.1,0-6,Hypertrophy
U000805,46,Male,200,66,Novice,3,3,Push/Pull/Legs,Hypertrophy,45-60 min,3,Upper/Lower,"Free weights,Isolation exercises,Cardio",At Home,60-90 min,4,None,5,3,3,1,Process-driven,"Achievement,Structure",2,16.5,0-6,Hypertrophy
U000806,59,Prefer not to say,155,52,Beginner,6,2,None/Minimal,Weight Loss,30-45 min,4,Push/Pull/Legs,"Cardio,Bodyweight exercises",Full Gym,30-45 min,3,None,1,2,5,2,Social,"Achievement,Structure",3,21.6,0-6,Weight Loss
U000807,48,Male,167,70,Advanced,93,4,Upper/Lower,Hypertrophy,90+ min,5,Push/Pull/Legs,"Machine-based exercises,Isolation exercises",At Home,90+ min,5,None,3,4,3,3,Social,"Variety,Challenge",5,25.1,61-120,Hypertrophy
U000808,61,Male,168,75,Beginner,4,2,None/Minimal,Strength,30-45 min,3,Full Body,"Cardio,Isolation exercises",Full Gym,≤30 min,3,None,5,3,1,4,Social,Achievement,1,26.6,0-6,Strength
U000809,49,Female,163,78,Advanced,61,4,Sports-specific,"Hypertrophy,Weight Loss",75-90 min,4,Push/Pull/Legs,"Compound movements,Free weights,Isolation exercises",Garage Gym,60-90 min,5,None,4,4,4,2,Process-driven,Challenge,3,29.4,61-120,Hypertrophy
U000810,22,Male,177,89,Beginner,6,4,Push/Pull/Legs,"Hypertrophy,Endurance",45-60 min,2,Full Body,"Free weights,Cardio",At Home,45-60 min,4,None,5,4,2,4,Process-driven,Challenge,2,28.4,0-6,Hypertrophy
U000811,19,Female,176,66,Advanced,84,3,Upper/Lower,Hypertrophy,30-45 min,4,Body Part Split,"Free weights,Compound movements,Machine-based exercises",Dumbbell Only,45-60 min,4,Knee issues,3,3,2,4,Results-driven,"Variety,Challenge",5,21.3,61-120,Hypertrophy
U000812,46,Male,191,85,Beginner,6,2,None/Minimal,"General Fitness,Athletic Performance",30-45 min,2,No preference,"Compound movements,Machine-based exercises,Cardio",At Home,30-45 min,3,Hip issues,3,4,3,3,Social,Challenge,2,23.3,0-6,General Fitness
U000813,26,Male,190,99,Intermediate,29,5,Upper/Lower,"Strength,Endurance",45-60 min,3,Body Part Split,Bodyweight exercises,Full Gym,45-60 min,3,Shoulder issues,4,3,2,4,Results-driven,Social,3,27.4,25-60,Strength
U000814,18,Prefer not to say,175,96,Beginner,5,1,Cardio-focused,General Fitness,30-45 min,3,Upper/Lower,"Free weights,Isolation exercises,Compound movements",Garage Gym,≤30 min,3,None,3,2,4,4,Process-driven,Achievement,2,31.3,0-6,General Fitness
U000815,34,Female,172,59,Intermediate,37,3,Upper/Lower,General Fitness,30-45 min,4,Upper/Lower,"Cardio,Free weights,Bodyweight exercises",At Home,30-45 min,3,Ankle issues,4,2,2,3,Results-driven,"Variety,Social",2,19.9,25-60,General Fitness
U000816,44,Female,183,69,Novice,17,3,Upper/Lower,"Weight Loss,General Fitness",45-60 min,3,Push/Pull/Legs,Cardio,Dumbbell Only,60-90 min,1,None,2,2,4,2,Competition,Variety,3,20.6,7-24,Weight Loss
U000817,29,Female,182,60,Beginner,1,1,Full Body,"General Fitness,Strength",60-75 min,3,Full Body,"Free weights,Bodyweight exercises",Dumbbell Only,45-60 min,4,Wrist/elbow issues,2,2,4,2,Social,Achievement,2,18.1,0-6,General Fitness
U000818,41,Female,158,52,Intermediate,14,2,Body Part Split,Hypertrophy,60-75 min,4,Upper/Lower,"Cardio,Machine-based exercises,Bodyweight exercises",Full Gym,60-90 min,3,None,4,4,2,4,Social,Challenge,4,20.8,7-24,Hypertrophy
U000819,44,Male,191,68,Novice,10,2,Full Body,"Hypertrophy,Athletic Performance",45-60 min,2,Full Body,"Free weights,Machine-based exercises",Full Gym,45-60 min,2,None,2,2,2,2,Social,Structure,4,18.6,7-24,Hypertrophy
U000820,54,Female,164,64,Beginner,3,2,None/Minimal,Strength,30-45 min,2,Upper/Lower,"Isolation exercises,Compound movements",Garage Gym,45-60 min,5,None,4,4,1,5,Process-driven,Structure,1,23.8,0-6,Strength
U000821,48,Female,161,67,Advanced,71,4,Push/Pull/Legs,Hypertrophy,60-75 min,4,Body Part Split,"Machine-based exercises,Isolation exercises",At Home,45-60 min,3,Back issues,2,4,4,4,Social,"Structure,Social",5,25.8,61-120,Hypertrophy
U000822,29,Female,160,75,Intermediate,52,3,Push/Pull/Legs,Strength,60-75 min,5,Push/Pull/Legs,Bodyweight exercises,Garage Gym,60-90 min,1,Shoulder issues,4,3,2,5,Results-driven,Variety,4,29.3,25-60,Strength
U000823,27,Female,175,76,Intermediate,38,2,Push/Pull/Legs,Weight Loss,30-45 min,3,Upper/Lower,"Machine-based exercises,Free weights",Full Gym,45-60 min,4,Hip issues,3,4,2,4,Social,Challenge,2,24.8,25-60,Weight Loss
U000824,30,Male,176,74,Advanced,98,4,Push/Pull/Legs,Hypertrophy,60-75 min,5,Push/Pull/Legs,"Machine-based exercises,Bodyweight exercises",Full Gym,45-60 min,4,None,4,3,3,3,Competition,Variety,4,23.9,61-120,Hypertrophy
U000825,49,Male,186,69,Beginner,3,3,Full Body,Hypertrophy,30-45 min,2,Full Body,"Machine-based exercises,Olympic lifts",At Home,30-45 min,5,None,3,4,2,3,Competition,Achievement,2,19.9,0-6,Hypertrophy
U000826,61,Female,153,57,Advanced,64,4,CrossFit/Functional Fitness,Athletic Performance,60-75 min,5,Push/Pull/Legs,"Isolation exercises,Cardio,Machine-based exercises",At Home,45-60 min,5,None,4,5,1,4,Process-driven,"Achievement,Challenge",4,24.3,61-120,Athletic Performance
U000827,57,Female,162,72,Beginner,5,1,Full Body,Athletic Performance,60-75 min,3,Full Body,"Cardio,Free weights,Compound movements",Garage Gym,60-90 min,2,Back issues,4,2,1,2,Social,Social,2,27.4,0-6,Athletic Performance
U000828,53,Male,190,103,Novice,15,3,Upper/Lower,Strength,60-75 min,3,Full Body,"Compound movements,Isolation exercises,Machine-based exercises",At Home,45-60 min,2,None,5,4,1,5,Social,Social,3,28.5,7-24,Strength
U000829,31,Male,187,64,Novice,17,2,Full Body,Strength,60-75 min,3,No preference,"Olympic lifts,Cardio",Dumbbell Only,45-60 min,4,None,1,2,3,2,Process-driven,Structure,3,18.3,7-24,Strength
U000830,18,Male,186,73,Advanced,102,5,Upper/Lower,Strength,75-90 min,5,Body Part Split,"Machine-based exercises,Compound movements",At Home,90+ min,5,Ankle issues,1,2,4,3,Results-driven,Challenge,4,21.1,61-120,Strength
U000831,21,Male,198,99,Novice,24,2,Body Part Split,Hypertrophy,30-45 min,3,Upper/Lower,"Free weights,Machine-based exercises",At Home,45-60 min,2,Back issues,2,2,4,3,Process-driven,Challenge,3,25.3,7-24,Hypertrophy
U000832,39,Female,161,60,Beginner,5,4,None/Minimal,"Weight Loss,Strength",30-45 min,2,Upper/Lower,"Compound movements,Olympic lifts",Garage Gym,30-45 min,3,Back issues,3,3,3,3,Social,"Variety,Social",1,23.1,0-6,Weight Loss
U000833,34,Female,184,67,Beginner,1,1,Cardio-focused,Weight Loss,60-75 min,2,Full Body,"Compound movements,Machine-based exercises",Dumbbell Only,60-90 min,3,None,5,4,2,5,Results-driven,"Structure,Challenge",1,19.8,0-6,Weight Loss
U000834,28,Male,165,85,Novice,10,4,Full Body,Hypertrophy,45-60 min,2,Full Body,"Free weights,Compound movements,Isolation exercises",At Home,60-90 min,5,None,4,2,2,3,Process-driven,Variety,4,31.2,7-24,Hypertrophy
U000835,45,Female,172,79,Intermediate,43,3,Body Part Split,Strength,60-75 min,3,Upper/Lower,"Olympic lifts,Machine-based exercises",At Home,60-90 min,5,None,4,4,3,4,Competition,"Structure,Variety",3,26.7,25-60,Strength
U000836,60,Female,181,62,Beginner,5,1,None/Minimal,General Fitness,30-45 min,2,Upper/Lower,"Isolation exercises,Olympic lifts,Machine-based exercises",Garage Gym,45-60 min,2,Wrist/elbow issues,2,2,4,1,Competition,"Social,Structure",1,18.9,0-6,General Fitness
U000837,20,Female,158,87,Intermediate,31,5,Push/Pull/Legs,Weight Loss,45-60 min,4,Push/Pull/Legs,"Olympic lifts,Free weights,Cardio",At Home,30-45 min,3,Knee issues,3,2,4,3,Competition,Variety,3,34.9,25-60,Weight Loss
U000838,22,Male,181,70,Novice,19,4,None/Minimal,Strength,30-45 min,2,Full Body,"Cardio,Olympic lifts",At Home,30-45 min,4,None,3,2,4,2,Social,"Variety,Structure",4,21.4,7-24,Strength
U000839,28,Male,186,78,Intermediate,49,2,Upper/Lower,"Hypertrophy,General Fitness",60-75 min,4,Push/Pull/Legs,"Bodyweight exercises,Olympic lifts,Machine-based exercises",At Home,60-90 min,5,None,4,5,1,5,Results-driven,Challenge,2,22.5,25-60,Hypertrophy
U000840,57,Female,183,74,Beginner,5,2,None/Minimal,General Fitness,45-60 min,5,Full Body,"Isolation exercises,Compound movements",Full Gym,30-45 min,3,Wrist/elbow issues,3,3,3,3,Competition,Social,3,22.1,0-6,General Fitness
U000841,30,Male,199,82,Beginner,6,3,None/Minimal,Strength,30-45 min,3,Full Body,"Olympic lifts,Cardio",At Home,30-45 min,5,None,4,4,2,5,Results-driven,Variety,2,20.7,0-6,Strength
U000842,24,Female,168,72,Beginner,5,3,None/Minimal,Weight Loss,30-45 min,3,Full Body,"Compound movements,Bodyweight exercises",Full Gym,≤30 min,5,None,3,4,4,2,Process-driven,"Achievement,Variety",2,25.5,0-6,Weight Loss
U000843,55,Male,170,94,Intermediate,29,3,None/Minimal,"Athletic Performance,Strength",45-60 min,4,Body Part Split,Olympic lifts,At Home,45-60 min,5,None,2,2,3,2,Competition,Social,3,32.5,25-60,Athletic Performance
U000844,41,Male,165,82,Beginner,0,1,Full Body,Athletic Performance,30-45 min,3,Full Body,"Cardio,Compound movements",Full Gym,45-60 min,4,Hip issues,5,4,3,4,Results-driven,Variety,1,30.1,,Athletic Performance
U000845,50,Female,168,49,Beginner,2,1,None/Minimal,"General Fitness,Weight Loss",30-45 min,3,Full Body,"Isolation exercises,Free weights,Olympic lifts",At Home,30-45 min,4,None,5,3,2,5,Social,Achievement,2,17.4,0-6,General Fitness
U000846,37,Male,181,100,Beginner,3,2,Upper/Lower,Weight Loss,45-60 min,2,Upper/Lower,"Free weights,Bodyweight exercises",Full Gym,60-90 min,5,Back issues,3,3,3,3,Competition,"Social,Challenge",3,30.5,0-6,Weight Loss
U000847,65,Female,153,68,Novice,21,4,Push/Pull/Legs,Hypertrophy,45-60 min,3,No preference,"Machine-based exercises,Compound movements",Dumbbell Only,30-45 min,5,None,2,3,5,3,Results-driven,"Achievement,Challenge",4,29.0,7-24,Hypertrophy
U000848,46,Female,160,65,Advanced,59,2,Other,"Strength,Weight Loss",75-90 min,6,Upper/Lower,Cardio,Dumbbell Only,60-90 min,3,Wrist/elbow issues,3,3,4,4,Social,"Challenge,Structure",4,25.4,25-60,Strength
U000849,45,Female,155,56,Beginner,3,3,None/Minimal,"General Fitness,Endurance",30-45 min,2,Full Body,"Olympic lifts,Compound movements,Cardio",Dumbbell Only,30-45 min,3,Back issues,5,4,1,4,Results-driven,"Social,Variety",4,23.3,0-6,General Fitness
U000850,37,Male,192,94,Intermediate,18,3,CrossFit/Functional Fitness,Strength,75-90 min,5,Body Part Split,"Compound movements,Isolation exercises,Machine-based exercises",Dumbbell Only,60-90 min,1,None,3,3,3,4,Process-driven,Social,4,25.5,7-24,Strength
U000851,27,Female,157,63,Beginner,3,4,None/Minimal,"General Fitness,Strength",90+ min,2,Upper/Lower,Cardio,Dumbbell Only,90+ min,2,None,4,3,3,4,Results-driven,Challenge,2,25.6,0-6,General Fitness
U000852,59,Male,181,89,Beginner,6,3,Full Body,Strength,30-45 min,3,Full Body,"Compound movements,Cardio,Machine-based exercises",At Home,45-60 min,1,None,4,5,3,3,Competition,Social,2,27.2,0-6,Strength
U000853,62,Male,165,66,Advanced,116,2,CrossFit/Functional Fitness,Hypertrophy,60-75 min,6,Push/Pull/Legs,"Cardio,Compound movements,Free weights",At Home,45-60 min,3,None,3,3,2,4,Process-driven,Structure,3,24.2,61-120,Hypertrophy
U000854,61,Female,173,82,Intermediate,40,2,CrossFit/Functional Fitness,Endurance,60-75 min,6,Push/Pull/Legs,Cardio,At Home,60-90 min,1,None,2,3,3,3,Social,"Social,Structure",5,27.4,25-60,Endurance
U000855,42,Non-binary,161,100,Novice,3,3,Body Part Split,Athletic Performance,30-45 min,3,Full Body,"Free weights,Machine-based exercises,Cardio",At Home,≤30 min,2,Back issues,2,2,4,1,Process-driven,"Challenge,Social",3,38.6,0-6,Athletic Performance
U000856,47,Male,167,73,Intermediate,34,2,CrossFit/Functional Fitness,Athletic Performance,60-75 min,2,Body Part Split,Machine-based exercises,Dumbbell Only,60-90 min,5,Back issues,5,3,3,5,Results-driven,"Social,Achievement",5,26.2,25-60,Athletic Performance
U000857,51,Male,189,82,Beginner,3,4,Push/Pull/Legs,"Athletic Performance,Hypertrophy",30-45 min,3,Full Body,"Cardio,Machine-based exercises",Full Gym,30-45 min,3,Hip issues,4,4,1,4,Social,"Challenge,Variety",1,23.0,0-6,Athletic Performance
U000858,59,Male,196,72,Advanced,48,5,Body Part Split,Hypertrophy,90+ min,5,Body Part Split,"Free weights,Compound movements",Dumbbell Only,90+ min,2,Back issues,4,3,3,3,Results-driven,"Variety,Achievement",5,18.7,25-60,Hypertrophy
U000859,39,Female,176,82,Novice,7,3,CrossFit/Functional Fitness,"General Fitness,Athletic Performance",30-45 min,3,Full Body,"Olympic lifts,Machine-based exercises",At Home,45-60 min,3,None,3,3,2,3,Competition,Achievement,2,26.5,7-24,General Fitness
U000860,46,Female,174,78,Novice,4,2,None/Minimal,Weight Loss,60-75 min,4,No preference,"Machine-based exercises,Isolation exercises",Full Gym,60-90 min,3,None,2,2,4,2,Social,Social,2,25.8,0-6,Weight Loss
U000861,52,Male,198,77,Beginner,0,2,None/Minimal,Strength,60-75 min,2,No preference,"Machine-based exercises,Olympic lifts,Free weights",Full Gym,45-60 min,1,Wrist/elbow issues,5,5,1,5,Social,Variety,3,19.6,,Strength
U000862,43,Female,162,57,Novice,20,3,Full Body,"Endurance,Strength",45-60 min,2,Push/Pull/Legs,"Isolation exercises,Olympic lifts",At Home,45-60 min,4,None,4,3,5,3,Competition,Variety,4,21.7,7-24,Endurance
U000863,45,Male,182,82,Beginner,2,1,None/Minimal,General Fitness,45-60 min,3,Full Body,Isolation exercises,Full Gym,30-45 min,1,None,1,1,5,1,Process-driven,"Variety,Challenge",2,24.8,0-6,General Fitness
U000864,30,Male,194,64,Advanced,66,4,Upper/Lower,Hypertrophy,75-90 min,5,Upper/Lower,Bodyweight exercises,At Home,60-90 min,4,None,4,3,1,4,Social,Achievement,4,17.0,61-120,Hypertrophy
